slug,name,category,rarity,legendary,mana_color_code,mana_cost,energy_cost,attack,defense,health,base_energy_per_turn,equipment_slots,keywords,limits_json,targeting_json,effects_json,abilities_json,rules_text,flavor_text,frame_type,video_prompt,action_speed
char-behemoth,Char Behemoth,CREATURE,COMMON,FALSE,CRIMSON,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Char Behemoth, subtle magical effects, 3-second loop",
cinder-myrmidon,Cinder Myrmidon,CREATURE,COMMON,FALSE,CRIMSON,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Cinder Myrmidon, subtle magical effects, 3-second loop",
pyre-hydra,Pyre Hydra,CREATURE,COMMON,FALSE,CRIMSON,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Pyre Hydra, subtle magical effects, 3-second loop",
inferno-hound,Inferno Hound,CREATURE,COMMON,FALSE,CRIMSON,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Inferno Hound, subtle magical effects, 3-second loop",
sear-goliath,Sear Goliath,CREATURE,COMMON,FALSE,CRIMSON,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Sear Goliath, subtle magical effects, 3-second loop",
char-warden,Char Warden,CREATURE,COMMON,FALSE,CRIMSON,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Char Warden, subtle magical effects, 3-second loop",
cinder-behemoth,Cinder Behemoth,CREATURE,COMMON,FALSE,CRIMSON,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Cinder Behemoth, subtle magical effects, 3-second loop",
cinder-hound,Cinder Hound,CREATURE,COMMON,FALSE,CRIMSON,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Cinder Hound, subtle magical effects, 3-second loop",
blaze-maw,Blaze Maw,CREATURE,COMMON,FALSE,CRIMSON,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Blaze Maw, subtle magical effects, 3-second loop",
sear-juggernaut,Sear Juggernaut,CREATURE,COMMON,FALSE,CRIMSON,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Sear Juggernaut, subtle magical effects, 3-second loop",
verdant-hydra,Verdant Hydra,CREATURE,COMMON,FALSE,VERDANT,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Verdant Hydra, subtle magical effects, 3-second loop",
bloom-titan,Bloom Titan,CREATURE,COMMON,FALSE,VERDANT,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Bloom Titan, subtle magical effects, 3-second loop",
spore-ancient,Spore Ancient,CREATURE,COMMON,FALSE,VERDANT,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Spore Ancient, subtle magical effects, 3-second loop",
thorn-roamer,Thorn Roamer,CREATURE,COMMON,FALSE,VERDANT,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Thorn Roamer, subtle magical effects, 3-second loop",
bark-ancient,Bark Ancient,CREATURE,COMMON,FALSE,VERDANT,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Bark Ancient, subtle magical effects, 3-second loop",
verdant-colossus,Verdant Colossus,CREATURE,COMMON,FALSE,VERDANT,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Verdant Colossus, subtle magical effects, 3-second loop",
thorn-maw,Thorn Maw,CREATURE,COMMON,FALSE,VERDANT,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Thorn Maw, subtle magical effects, 3-second loop",
spore-maw,Spore Maw,CREATURE,COMMON,FALSE,VERDANT,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Spore Maw, subtle magical effects, 3-second loop",
wild-stalker,Wild Stalker,CREATURE,COMMON,FALSE,VERDANT,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Wild Stalker, subtle magical effects, 3-second loop",
bark-beast,Bark Beast,CREATURE,COMMON,FALSE,VERDANT,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Bark Beast, subtle magical effects, 3-second loop",
verdant-maw,Verdant Maw,CREATURE,COMMON,FALSE,VERDANT,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Verdant Maw, subtle magical effects, 3-second loop",
verdant-titan,Verdant Titan,CREATURE,COMMON,FALSE,VERDANT,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Verdant Titan, subtle magical effects, 3-second loop",
thorn-titan,Thorn Titan,CREATURE,COMMON,FALSE,VERDANT,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Thorn Titan, subtle magical effects, 3-second loop",
vine-beast,Vine Beast,CREATURE,COMMON,FALSE,VERDANT,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Vine Beast, subtle magical effects, 3-second loop",
vine-maw,Vine Maw,CREATURE,COMMON,FALSE,VERDANT,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Vine Maw, subtle magical effects, 3-second loop",
grove-hydra,Grove Hydra,CREATURE,COMMON,FALSE,VERDANT,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Grove Hydra, subtle magical effects, 3-second loop",
thorn-ancient,Thorn Ancient,CREATURE,COMMON,FALSE,VERDANT,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Thorn Ancient, subtle magical effects, 3-second loop",
thorn-hydra,Thorn Hydra,CREATURE,COMMON,FALSE,VERDANT,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Thorn Hydra, subtle magical effects, 3-second loop",
moss-shepherd,Moss Shepherd,CREATURE,COMMON,FALSE,VERDANT,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Moss Shepherd, subtle magical effects, 3-second loop",
vine-ancient,Vine Ancient,CREATURE,COMMON,FALSE,VERDANT,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Vine Ancient, subtle magical effects, 3-second loop",
ruin-leech,Ruin Leech,CREATURE,COMMON,FALSE,OBSIDIAN,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Ruin Leech, subtle magical effects, 3-second loop",
gloom-revenant,Gloom Revenant,CREATURE,COMMON,FALSE,OBSIDIAN,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Gloom Revenant, subtle magical effects, 3-second loop",
shade-judge,Shade Judge,CREATURE,COMMON,FALSE,OBSIDIAN,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Shade Judge, subtle magical effects, 3-second loop",
ruin-gargoyle,Ruin Gargoyle,CREATURE,COMMON,FALSE,OBSIDIAN,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Ruin Gargoyle, subtle magical effects, 3-second loop",
shadow-leech,Shadow Leech,CREATURE,COMMON,FALSE,OBSIDIAN,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Shadow Leech, subtle magical effects, 3-second loop",
wraith-monarch,Wraith Monarch,CREATURE,COMMON,FALSE,OBSIDIAN,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Wraith Monarch, subtle magical effects, 3-second loop",
gloom-horror,Gloom Horror,CREATURE,COMMON,FALSE,OBSIDIAN,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Gloom Horror, subtle magical effects, 3-second loop",
dusk-leech,Dusk Leech,CREATURE,COMMON,FALSE,OBSIDIAN,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Dusk Leech, subtle magical effects, 3-second loop",
wraith-leech,Wraith Leech,CREATURE,COMMON,FALSE,OBSIDIAN,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Wraith Leech, subtle magical effects, 3-second loop",
wraith-gargoyle,Wraith Gargoyle,CREATURE,COMMON,FALSE,OBSIDIAN,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Wraith Gargoyle, subtle magical effects, 3-second loop",
void-warden,Void Warden,CREATURE,COMMON,FALSE,OBSIDIAN,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Void Warden, subtle magical effects, 3-second loop",
dusk-horror,Dusk Horror,CREATURE,COMMON,FALSE,OBSIDIAN,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Dusk Horror, subtle magical effects, 3-second loop",
night-monarch,Night Monarch,CREATURE,COMMON,FALSE,OBSIDIAN,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Night Monarch, subtle magical effects, 3-second loop",
void-horror,Void Horror,CREATURE,COMMON,FALSE,OBSIDIAN,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Void Horror, subtle magical effects, 3-second loop",
gloom-monarch,Gloom Monarch,CREATURE,COMMON,FALSE,OBSIDIAN,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Gloom Monarch, subtle magical effects, 3-second loop",
wraith-lurker,Wraith Lurker,CREATURE,COMMON,FALSE,OBSIDIAN,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Wraith Lurker, subtle magical effects, 3-second loop",
coffin-leech,Coffin Leech,CREATURE,COMMON,FALSE,OBSIDIAN,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Coffin Leech, subtle magical effects, 3-second loop",
void-harbinger,Void Harbinger,CREATURE,COMMON,FALSE,OBSIDIAN,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Void Harbinger, subtle magical effects, 3-second loop",
virtue-angel,Virtue Angel,CREATURE,COMMON,FALSE,RADIANT,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Virtue Angel, subtle magical effects, 3-second loop",
crown-lion,Crown Lion,CREATURE,COMMON,FALSE,RADIANT,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Crown Lion, subtle magical effects, 3-second loop",
crown-custodian,Crown Custodian,CREATURE,COMMON,FALSE,RADIANT,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Crown Custodian, subtle magical effects, 3-second loop",
dawn-angel,Dawn Angel,CREATURE,COMMON,FALSE,RADIANT,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Dawn Angel, subtle magical effects, 3-second loop",
sun-vindicator,Sun Vindicator,CREATURE,COMMON,FALSE,RADIANT,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Sun Vindicator, subtle magical effects, 3-second loop",
aegis-keeper,Aegis Keeper,CREATURE,COMMON,FALSE,RADIANT,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Aegis Keeper, subtle magical effects, 3-second loop",
beacon-vindicator,Beacon Vindicator,CREATURE,COMMON,FALSE,RADIANT,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Beacon Vindicator, subtle magical effects, 3-second loop",
light-custodian,Light Custodian,CREATURE,COMMON,FALSE,RADIANT,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Light Custodian, subtle magical effects, 3-second loop",
vow-herald,Vow Herald,CREATURE,COMMON,FALSE,RADIANT,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Vow Herald, subtle magical effects, 3-second loop",
halo-gryphon,Halo Gryphon,CREATURE,COMMON,FALSE,RADIANT,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Halo Gryphon, subtle magical effects, 3-second loop",
saint-seraph,Saint Seraph,CREATURE,COMMON,FALSE,RADIANT,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Saint Seraph, subtle magical effects, 3-second loop",
vow-keeper,Vow Keeper,CREATURE,COMMON,FALSE,RADIANT,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Vow Keeper, subtle magical effects, 3-second loop",
halo-lion,Halo Lion,CREATURE,COMMON,FALSE,RADIANT,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Halo Lion, subtle magical effects, 3-second loop",
sun-keeper,Sun Keeper,CREATURE,COMMON,FALSE,RADIANT,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Sun Keeper, subtle magical effects, 3-second loop",
virtue-keeper,Virtue Keeper,CREATURE,COMMON,FALSE,RADIANT,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Virtue Keeper, subtle magical effects, 3-second loop",
vow-lion,Vow Lion,CREATURE,COMMON,FALSE,RADIANT,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Vow Lion, subtle magical effects, 3-second loop",
aegis-seraph,Aegis Seraph,CREATURE,COMMON,FALSE,RADIANT,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Aegis Seraph, subtle magical effects, 3-second loop",
saint-herald,Saint Herald,CREATURE,COMMON,FALSE,RADIANT,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Saint Herald, subtle magical effects, 3-second loop",
phase-sphinx,Phase Sphinx,CREATURE,COMMON,FALSE,AETHER,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Phase Sphinx, subtle magical effects, 3-second loop",
quantum-seer,Quantum Seer,CREATURE,COMMON,FALSE,AETHER,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Quantum Seer, subtle magical effects, 3-second loop",
rift-oracle,Rift Oracle,CREATURE,COMMON,FALSE,AETHER,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Rift Oracle, subtle magical effects, 3-second loop",
clock-chimera,Clock Chimera,CREATURE,COMMON,FALSE,AETHER,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Clock Chimera, subtle magical effects, 3-second loop",
loop-chimera,Loop Chimera,CREATURE,COMMON,FALSE,AETHER,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Loop Chimera, subtle magical effects, 3-second loop",
clock-mantis,Clock Mantis,CREATURE,COMMON,FALSE,AETHER,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Clock Mantis, subtle magical effects, 3-second loop",
quantum-sphinx,Quantum Sphinx,CREATURE,COMMON,FALSE,AETHER,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Quantum Sphinx, subtle magical effects, 3-second loop",
quantum-myrmidon,Quantum Myrmidon,CREATURE,COMMON,FALSE,AETHER,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Quantum Myrmidon, subtle magical effects, 3-second loop",
paradox-myrmidon,Paradox Myrmidon,CREATURE,COMMON,FALSE,AETHER,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Paradox Myrmidon, subtle magical effects, 3-second loop",
loop-seer,Loop Seer,CREATURE,COMMON,FALSE,AETHER,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Loop Seer, subtle magical effects, 3-second loop",
clock-myrmidon,Clock Myrmidon,CREATURE,COMMON,FALSE,AETHER,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Clock Myrmidon, subtle magical effects, 3-second loop",
ouro-seer,Ouro Seer,CREATURE,COMMON,FALSE,AETHER,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Ouro Seer, subtle magical effects, 3-second loop",
rift-myrmidon,Rift Myrmidon,CREATURE,COMMON,FALSE,AETHER,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Rift Myrmidon, subtle magical effects, 3-second loop",
echo-warden,Echo Warden,CREATURE,COMMON,FALSE,AETHER,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Echo Warden, subtle magical effects, 3-second loop",
clock-savant,Clock Savant,CREATURE,COMMON,FALSE,AETHER,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Clock Savant, subtle magical effects, 3-second loop",
paradox-oracle,Paradox Oracle,CREATURE,COMMON,FALSE,AETHER,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Paradox Oracle, subtle magical effects, 3-second loop",
anomaly-warden,Anomaly Warden,CREATURE,COMMON,FALSE,AETHER,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Anomaly Warden, subtle magical effects, 3-second loop",
chrono-warden,Chrono Warden,CREATURE,COMMON,FALSE,AETHER,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Chrono Warden, subtle magical effects, 3-second loop",
quantum-oracle,Quantum Oracle,CREATURE,COMMON,FALSE,AETHER,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Quantum Oracle, subtle magical effects, 3-second loop",
chrono-myrmidon,Chrono Myrmidon,CREATURE,COMMON,FALSE,AETHER,6,2,4,0,10,3,2,,,,,,,,common_creature_frame,"Animated version of Chrono Myrmidon, subtle magical effects, 3-second loop",
mist-sentinel,Mist Sentinel,CREATURE,COMMON,FALSE,AZURE,5,1,3,0,9,2,2,,,,,,,,common_creature_frame,"Animated version of Mist Sentinel, subtle magical effects, 3-second loop",
aether-sentinel,Aether Sentinel,CREATURE,COMMON,FALSE,AZURE,5,1,3,0,9,2,2,,,,,,,,common_creature_frame,"Animated version of Aether Sentinel, subtle magical effects, 3-second loop",
echo-sage,Echo Sage,CREATURE,COMMON,FALSE,AZURE,5,1,3,0,9,2,2,,,,,,,,common_creature_frame,"Animated version of Echo Sage, subtle magical effects, 3-second loop",
crystal-leviathan,Crystal Leviathan,CREATURE,COMMON,FALSE,AZURE,5,1,3,0,9,2,2,,,,,,,,common_creature_frame,"Animated version of Crystal Leviathan, subtle magical effects, 3-second loop",
gale-strider,Gale Strider,CREATURE,COMMON,FALSE,AZURE,5,1,3,0,9,2,2,,,,,,,,common_creature_frame,"Animated version of Gale Strider, subtle magical effects, 3-second loop",
sky-ray,Sky Ray,CREATURE,COMMON,FALSE,AZURE,5,1,3,0,9,2,2,,,,,,,,common_creature_frame,"Animated version of Sky Ray, subtle magical effects, 3-second loop",
sky-sage,Sky Sage,CREATURE,COMMON,FALSE,AZURE,5,1,3,0,9,2,2,,,,,,,,common_creature_frame,"Animated version of Sky Sage, subtle magical effects, 3-second loop",
echo-ray,Echo Ray,CREATURE,COMMON,FALSE,AZURE,5,1,3,0,9,2,2,,,,,,,,common_creature_frame,"Animated version of Echo Ray, subtle magical effects, 3-second loop",
tide-strider,Tide Strider,CREATURE,COMMON,FALSE,AZURE,5,1,3,0,9,2,2,,,,,,,,common_creature_frame,"Animated version of Tide Strider, subtle magical effects, 3-second loop",
sky-leviathan,Sky Leviathan,CREATURE,COMMON,FALSE,AZURE,5,1,3,0,9,2,2,,,,,,,,common_creature_frame,"Animated version of Sky Leviathan, subtle magical effects, 3-second loop",
wave-seraph,Wave Seraph,CREATURE,COMMON,FALSE,AZURE,5,1,3,0,9,2,2,,,,,,,,common_creature_frame,"Animated version of Wave Seraph, subtle magical effects, 3-second loop",
star-sage,Star Sage,CREATURE,COMMON,FALSE,AZURE,5,1,3,0,9,2,2,,,,,,,,common_creature_frame,"Animated version of Star Sage, subtle magical effects, 3-second loop",
wave-sentinel,Wave Sentinel,CREATURE,COMMON,FALSE,AZURE,5,1,3,0,9,2,2,,,,,,,,common_creature_frame,"Animated version of Wave Sentinel, subtle magical effects, 3-second loop",
mist-strider,Mist Strider,CREATURE,COMMON,FALSE,AZURE,5,1,3,0,9,2,2,,,,,,,,common_creature_frame,"Animated version of Mist Strider, subtle magical effects, 3-second loop",
ember-behemoth,Ember Behemoth,CREATURE,COMMON,FALSE,CRIMSON,5,1,3,0,9,2,2,,,,,,,,common_creature_frame,"Animated version of Ember Behemoth, subtle magical effects, 3-second loop",
blaze-behemoth,Blaze Behemoth,CREATURE,COMMON,FALSE,CRIMSON,5,1,3,0,9,2,2,,,,,,,,common_creature_frame,"Animated version of Blaze Behemoth, subtle magical effects, 3-second loop",
blaze-hound,Blaze Hound,CREATURE,COMMON,FALSE,CRIMSON,5,1,3,0,9,2,2,,,,,,,,common_creature_frame,"Animated version of Blaze Hound, subtle magical effects, 3-second loop",
pyre-drake,Pyre Drake,CREATURE,COMMON,FALSE,CRIMSON,5,1,3,0,9,2,2,,,,,,,,common_creature_frame,"Animated version of Pyre Drake, subtle magical effects, 3-second loop",
flame-behemoth,Flame Behemoth,CREATURE,COMMON,FALSE,CRIMSON,5,1,3,0,9,2,2,,,,,,,,common_creature_frame,"Animated version of Flame Behemoth, subtle magical effects, 3-second loop",
hell-hound,Hell Hound,CREATURE,COMMON,FALSE,CRIMSON,5,1,3,0,9,2,2,,,,,,,,common_creature_frame,"Animated version of Hell Hound, subtle magical effects, 3-second loop",
inferno-warden,Inferno Warden,CREATURE,COMMON,FALSE,CRIMSON,5,1,3,0,9,2,2,,,,,,,,common_creature_frame,"Animated version of Inferno Warden, subtle magical effects, 3-second loop",
ash-maw,Ash Maw,CREATURE,COMMON,FALSE,CRIMSON,5,1,3,0,9,2,2,,,,,,,,common_creature_frame,"Animated version of Ash Maw, subtle magical effects, 3-second loop",
char-hydra,Char Hydra,CREATURE,COMMON,FALSE,CRIMSON,5,1,3,0,9,2,2,,,,,,,,common_creature_frame,"Animated version of Char Hydra, subtle magical effects, 3-second loop",
ember-myrmidon,Ember Myrmidon,CREATURE,COMMON,FALSE,CRIMSON,5,1,3,0,9,2,2,,,,,,,,common_creature_frame,"Animated version of Ember Myrmidon, subtle magical effects, 3-second loop",
hell-juggernaut,Hell Juggernaut,CREATURE,COMMON,FALSE,CRIMSON,5,1,3,0,9,2,2,,,,,,,,common_creature_frame,"Animated version of Hell Juggernaut, subtle magical effects, 3-second loop",
ash-drake,Ash Drake,CREATURE,COMMON,FALSE,CRIMSON,5,1,3,0,9,2,2,,,,,,,,common_creature_frame,"Animated version of Ash Drake, subtle magical effects, 3-second loop",
