slug,name,category,rarity,legendary,mana_color_code,mana_cost,energy_cost,attack,defense,health,base_energy_per_turn,equipment_slots,keywords
ash-gate,Ash Gate,STRUCTURE,COMMON,FALSE,OBSIDIAN,3,1,0,1,9,1,2,
night-keep,Night Keep,STRUCTURE,RARE,FALSE,OBSIDIAN,6,2,0,3,12,3,2,
void-vault,Void Vault,STRUCTURE,COMMON,FALSE,OBSIDIAN,2,1,0,1,8,1,2,
mourning-gate,Mourning Gate,STRUCTURE,COMMON,FALSE,OBSIDIAN,2,1,0,1,8,1,2,
ash-shrine,Ash Shrine,STRUCTURE,COMMON,FALSE,OBSIDIAN,2,1,0,1,8,1,2,
night-shrine,Night Shrine,STRUCTURE,COMMON,FALSE,OBSIDIAN,3,1,0,1,9,1,2,
shard-vault,Shard Vault,STRUCTURE,RARE,FALSE,OBSIDIAN,6,2,0,3,12,3,2,
coffin-garrison,Coffin Garrison,STRUCTURE,COMMON,FALSE,OBSIDIAN,5,2,0,2,11,2,2,
ash-vault,Ash Vault,STRUCTURE,COMMON,FALSE,OBSIDIAN,4,2,0,2,10,2,2,
ash-hall,Ash Hall,STRUCTURE,COMMON,FALSE,OBSIDIAN,3,1,0,1,9,1,2,
mourning-vault,Mourning Vault,STRUCTURE,COMMON,FALSE,OBSIDIAN,5,2,0,2,11,2,2,
bone-keep,Bone Keep,STRUCTURE,COMMON,FALSE,OBSIDIAN,4,2,0,2,10,2,2,
mourning-obelisk,Mourning Obelisk,STRUCTURE,COMMON,FALSE,OBSIDIAN,3,1,0,1,9,1,2,
ruin-mausoleum,Ruin Mausoleum,STRUCTURE,COMMON,FALSE,OBSIDIAN,3,1,0,1,9,1,2,
grave-gate,Grave Gate,STRUCTURE,RARE,FALSE,OBSIDIAN,6,2,0,3,12,3,2,
shard-garrison,Shard Garrison,STRUCTURE,COMMON,FALSE,OBSIDIAN,5,2,0,2,11,2,2,
bone-hall,Bone Hall,STRUCTURE,COMMON,FALSE,OBSIDIAN,2,1,0,1,8,1,2,
shard-pylon,Shard Pylon,STRUCTURE,COMMON,FALSE,OBSIDIAN,5,2,0,2,11,2,2,
void-keep,Void Keep,STRUCTURE,COMMON,FALSE,OBSIDIAN,5,2,0,2,11,2,2,
bone-shrine,Bone Shrine,STRUCTURE,RARE,FALSE,OBSIDIAN,6,2,0,3,12,3,2,
void-hall,Void Hall,STRUCTURE,COMMON,FALSE,OBSIDIAN,5,2,0,2,11,2,2,
mourning-pylon,Mourning Pylon,STRUCTURE,COMMON,FALSE,OBSIDIAN,2,1,0,1,8,1,2,
mourning-keep,Mourning Keep,STRUCTURE,COMMON,FALSE,OBSIDIAN,4,2,0,2,10,2,2,
coffin-obelisk,Coffin Obelisk,STRUCTURE,COMMON,FALSE,OBSIDIAN,3,1,0,1,9,1,2,
void-citadel,Void Citadel,STRUCTURE,COMMON,FALSE,OBSIDIAN,2,1,0,1,8,1,2,
bone-mausoleum,Bone Mausoleum,STRUCTURE,COMMON,FALSE,OBSIDIAN,3,1,0,1,9,1,2,
shard-keep,Shard Keep,STRUCTURE,COMMON,FALSE,OBSIDIAN,2,1,0,1,8,1,2,
mourning-garrison,Mourning Garrison,STRUCTURE,RARE,FALSE,OBSIDIAN,6,2,0,3,12,3,2,
shard-obelisk,Shard Obelisk,STRUCTURE,COMMON,FALSE,OBSIDIAN,4,2,0,2,10,2,2,
cinder-shrine,Cinder Shrine,STRUCTURE,RARE,FALSE,OBSIDIAN,6,2,0,3,12,3,2,
ruin-vault,Ruin Vault,STRUCTURE,COMMON,FALSE,OBSIDIAN,4,2,0,2,10,2,2,
night-hall,Night Hall,STRUCTURE,RARE,FALSE,OBSIDIAN,6,2,0,3,12,3,2,
shard-citadel,Shard Citadel,STRUCTURE,COMMON,FALSE,OBSIDIAN,4,2,0,2,10,2,2,
ash-mausoleum,Ash Mausoleum,STRUCTURE,COMMON,FALSE,OBSIDIAN,4,2,0,2,10,2,2,
mourning-citadel,Mourning Citadel,STRUCTURE,COMMON,FALSE,OBSIDIAN,4,2,0,2,10,2,2,
bone-pylon,Bone Pylon,STRUCTURE,COMMON,FALSE,OBSIDIAN,2,1,0,1,8,1,2,
night-garrison,Night Garrison,STRUCTURE,COMMON,FALSE,OBSIDIAN,5,2,0,2,11,2,2,
coffin-vault,Coffin Vault,STRUCTURE,COMMON,FALSE,OBSIDIAN,2,1,0,1,8,1,2,
night-gate,Night Gate,STRUCTURE,COMMON,FALSE,OBSIDIAN,2,1,0,1,8,1,2,
bone-garrison,Bone Garrison,STRUCTURE,COMMON,FALSE,OBSIDIAN,3,1,0,1,9,1,2,
coffin-gate,Coffin Gate,STRUCTURE,COMMON,FALSE,OBSIDIAN,3,1,0,1,9,1,2,
night-vault,Night Vault,STRUCTURE,COMMON,FALSE,OBSIDIAN,5,2,0,2,11,2,2,
night-obelisk,Night Obelisk,STRUCTURE,COMMON,FALSE,OBSIDIAN,5,2,0,2,11,2,2,
grave-shrine,Grave Shrine,STRUCTURE,COMMON,FALSE,OBSIDIAN,4,2,0,2,10,2,2,
cinder-hall,Cinder Hall,STRUCTURE,RARE,FALSE,OBSIDIAN,6,2,0,3,12,3,2,
grave-pylon,Grave Pylon,STRUCTURE,COMMON,FALSE,OBSIDIAN,2,1,0,1,8,1,2,
void-mausoleum,Void Mausoleum,STRUCTURE,COMMON,FALSE,OBSIDIAN,3,1,0,1,9,1,2,
grave-citadel,Grave Citadel,STRUCTURE,RARE,FALSE,OBSIDIAN,6,2,0,3,12,3,2,
grave-mausoleum,Grave Mausoleum,STRUCTURE,COMMON,FALSE,OBSIDIAN,4,2,0,2,10,2,2,
coffin-pylon,Coffin Pylon,STRUCTURE,COMMON,FALSE,OBSIDIAN,3,1,0,1,9,1,2,
night-pylon,Night Pylon,STRUCTURE,RARE,FALSE,OBSIDIAN,6,2,0,3,12,3,2,
void-gate,Void Gate,STRUCTURE,RARE,FALSE,OBSIDIAN,6,2,0,3,12,3,2,
bone-obelisk,Bone Obelisk,STRUCTURE,COMMON,FALSE,OBSIDIAN,3,1,0,1,9,1,2,
coffin-citadel,Coffin Citadel,STRUCTURE,COMMON,FALSE,OBSIDIAN,5,2,0,2,11,2,2,
void-obelisk,Void Obelisk,STRUCTURE,COMMON,FALSE,OBSIDIAN,5,2,0,2,11,2,2,
ruin-keep,Ruin Keep,STRUCTURE,COMMON,FALSE,OBSIDIAN,2,1,0,1,8,1,2,
ash-obelisk,Ash Obelisk,STRUCTURE,COMMON,FALSE,OBSIDIAN,3,1,0,1,9,1,2,
coffin-keep,Coffin Keep,STRUCTURE,COMMON,FALSE,OBSIDIAN,3,1,0,1,9,1,2,
ruin-pylon,Ruin Pylon,STRUCTURE,RARE,FALSE,OBSIDIAN,6,2,0,3,12,3,2,
bone-gate,Bone Gate,STRUCTURE,COMMON,FALSE,OBSIDIAN,4,2,0,2,10,2,2,
void-garrison,Void Garrison,STRUCTURE,COMMON,FALSE,OBSIDIAN,2,1,0,1,8,1,2,
mourning-mausoleum,Mourning Mausoleum,STRUCTURE,COMMON,FALSE,OBSIDIAN,3,1,0,1,9,1,2,
grave-obelisk,Grave Obelisk,STRUCTURE,COMMON,FALSE,OBSIDIAN,4,2,0,2,10,2,2,
ash-keep,Ash Keep,STRUCTURE,COMMON,FALSE,OBSIDIAN,4,2,0,2,10,2,2,
cinder-mausoleum,Cinder Mausoleum,STRUCTURE,COMMON,FALSE,OBSIDIAN,2,1,0,1,8,1,2,
cinder-keep,Cinder Keep,STRUCTURE,COMMON,FALSE,OBSIDIAN,2,1,0,1,8,1,2,
coffin-shrine,Coffin Shrine,STRUCTURE,COMMON,FALSE,OBSIDIAN,4,2,0,2,10,2,2,
shard-mausoleum,Shard Mausoleum,STRUCTURE,RARE,FALSE,OBSIDIAN,6,2,0,3,12,3,2,
ruin-gate,Ruin Gate,STRUCTURE,COMMON,FALSE,OBSIDIAN,5,2,0,2,11,2,2,
grave-garrison,Grave Garrison,STRUCTURE,COMMON,FALSE,OBSIDIAN,2,1,0,1,8,1,2,
void-pylon,Void Pylon,STRUCTURE,COMMON,FALSE,OBSIDIAN,3,1,0,1,9,1,2,
bone-vault,Bone Vault,STRUCTURE,RARE,FALSE,OBSIDIAN,6,2,0,3,12,3,2,
cinder-citadel,Cinder Citadel,STRUCTURE,COMMON,FALSE,OBSIDIAN,5,2,0,2,11,2,2,
cinder-gate,Cinder Gate,STRUCTURE,COMMON,FALSE,OBSIDIAN,4,2,0,2,10,2,2,
cinder-vault,Cinder Vault,STRUCTURE,COMMON,FALSE,OBSIDIAN,3,1,0,1,9,1,2,
ash-shroud-crack,Ash Shroud Crack,ACTION,COMMON,FALSE,OBSIDIAN,0,2,0,0,0,0,0,
ash-shroud-slam,Ash Shroud Slam,ACTION,COMMON,FALSE,OBSIDIAN,0,1,0,0,0,0,0,
dusk-break-tear,Dusk Break Tear,ACTION,COMMON,FALSE,OBSIDIAN,0,3,0,0,0,0,0,
ruin-lance-sunder,Ruin Lance Sunder,ACTION,COMMON,FALSE,OBSIDIAN,0,1,0,0,0,0,0,
night-veil-rip,Night Veil Rip,ACTION,COMMON,FALSE,OBSIDIAN,0,2,0,0,0,0,0,
night-veil-shiver,Night Veil Shiver,ACTION,COMMON,FALSE,OBSIDIAN,0,2,0,0,0,0,0,
funereal-gale-rip,Funereal Gale Rip,ACTION,COMMON,FALSE,OBSIDIAN,0,3,0,0,0,0,0,
grave-chill-tear,Grave Chill Tear,ACTION,COMMON,FALSE,OBSIDIAN,0,3,0,0,0,0,0,
dusk-break-shiver,Dusk Break Shiver,ACTION,COMMON,FALSE,OBSIDIAN,0,3,0,0,0,0,0,
grave-chill-slam,Grave Chill Slam,ACTION,COMMON,FALSE,OBSIDIAN,0,1,0,0,0,0,0,
funereal-gale-shiver,Funereal Gale Shiver,ACTION,COMMON,FALSE,OBSIDIAN,0,3,0,0,0,0,0,
grave-chill-sunder,Grave Chill Sunder,ACTION,COMMON,FALSE,OBSIDIAN,0,3,0,0,0,0,0,
coffin-drag-drag,Coffin Drag Drag,ACTION,COMMON,FALSE,OBSIDIAN,0,2,0,0,0,0,0,
ruin-lance-rip,Ruin Lance Rip,ACTION,COMMON,FALSE,OBSIDIAN,0,2,0,0,0,0,0,
coffin-drag-pierce,Coffin Drag Pierce,ACTION,COMMON,FALSE,OBSIDIAN,0,2,0,0,0,0,0,
funereal-gale-crack,Funereal Gale Crack,ACTION,COMMON,FALSE,OBSIDIAN,0,3,0,0,0,0,0,
coffin-drag-slam,Coffin Drag Slam,ACTION,COMMON,FALSE,OBSIDIAN,0,2,0,0,0,0,0,
ruin-lance-crack,Ruin Lance Crack,ACTION,COMMON,FALSE,OBSIDIAN,0,1,0,0,0,0,0,
night-veil-sunder,Night Veil Sunder,ACTION,COMMON,FALSE,OBSIDIAN,0,1,0,0,0,0,0,
dusk-break-rip,Dusk Break Rip,ACTION,COMMON,FALSE,OBSIDIAN,0,2,0,0,0,0,0,
shadow-rend-shiver,Shadow Rend Shiver,ACTION,COMMON,FALSE,OBSIDIAN,0,1,0,0,0,0,0,
shadow-rend-rip,Shadow Rend Rip,ACTION,COMMON,FALSE,OBSIDIAN,0,3,0,0,0,0,0,
ash-shroud-sunder,Ash Shroud Sunder,ACTION,COMMON,FALSE,OBSIDIAN,0,3,0,0,0,0,0,
night-veil-pierce,Night Veil Pierce,ACTION,COMMON,FALSE,OBSIDIAN,0,2,0,0,0,0,0,
void-hook-tear,Void Hook Tear,ACTION,COMMON,FALSE,OBSIDIAN,0,1,0,0,0,0,0,
wraith-step-tear,Wraith Step Tear,ACTION,COMMON,FALSE,OBSIDIAN,0,3,0,0,0,0,0,
funereal-gale-slam,Funereal Gale Slam,ACTION,COMMON,FALSE,OBSIDIAN,0,2,0,0,0,0,0,
dusk-break-sunder,Dusk Break Sunder,ACTION,COMMON,FALSE,OBSIDIAN,0,3,0,0,0,0,0,
void-hook-crack,Void Hook Crack,ACTION,COMMON,FALSE,OBSIDIAN,0,2,0,0,0,0,0,
ash-shroud-stifle,Ash Shroud Stifle,ACTION,COMMON,FALSE,OBSIDIAN,0,3,0,0,0,0,0,
coffin-drag-stifle,Coffin Drag Stifle,ACTION,COMMON,FALSE,OBSIDIAN,0,1,0,0,0,0,0,
ash-shroud-shiver,Ash Shroud Shiver,ACTION,COMMON,FALSE,OBSIDIAN,0,3,0,0,0,0,0,
ash-shroud-drag,Ash Shroud Drag,ACTION,COMMON,FALSE,OBSIDIAN,0,2,0,0,0,0,0,
ash-shroud-tear,Ash Shroud Tear,ACTION,COMMON,FALSE,OBSIDIAN,0,1,0,0,0,0,0,
wraith-step-rip,Wraith Step Rip,ACTION,COMMON,FALSE,OBSIDIAN,0,3,0,0,0,0,0,
shadow-rend-crack,Shadow Rend Crack,ACTION,COMMON,FALSE,OBSIDIAN,0,1,0,0,0,0,0,
void-hook-drag,Void Hook Drag,ACTION,COMMON,FALSE,OBSIDIAN,0,2,0,0,0,0,0,
night-veil-drag,Night Veil Drag,ACTION,COMMON,FALSE,OBSIDIAN,0,1,0,0,0,0,0,
ash-shroud-pierce,Ash Shroud Pierce,ACTION,COMMON,FALSE,OBSIDIAN,0,3,0,0,0,0,0,
wraith-step-pierce,Wraith Step Pierce,ACTION,COMMON,FALSE,OBSIDIAN,0,1,0,0,0,0,0,
ruin-lance-slam,Ruin Lance Slam,ACTION,COMMON,FALSE,OBSIDIAN,0,1,0,0,0,0,0,
void-hook-stifle,Void Hook Stifle,ACTION,COMMON,FALSE,OBSIDIAN,0,2,0,0,0,0,0,
wraith-step-stifle,Wraith Step Stifle,ACTION,COMMON,FALSE,OBSIDIAN,0,3,0,0,0,0,0,
dusk-break-crack,Dusk Break Crack,ACTION,COMMON,FALSE,OBSIDIAN,0,3,0,0,0,0,0,
grave-chill-crack,Grave Chill Crack,ACTION,COMMON,FALSE,OBSIDIAN,0,3,0,0,0,0,0,
dusk-break-slam,Dusk Break Slam,ACTION,COMMON,FALSE,OBSIDIAN,0,1,0,0,0,0,0,
ruin-lance-silence,Ruin Lance Silence,ACTION,COMMON,FALSE,OBSIDIAN,0,2,0,0,0,0,0,
shadow-rend-tear,Shadow Rend Tear,ACTION,COMMON,FALSE,OBSIDIAN,0,3,0,0,0,0,0,
funereal-gale-tear,Funereal Gale Tear,ACTION,COMMON,FALSE,OBSIDIAN,0,1,0,0,0,0,0,
wraith-step-slam,Wraith Step Slam,ACTION,COMMON,FALSE,OBSIDIAN,0,1,0,0,0,0,0,
night-veil-crack,Night Veil Crack,ACTION,COMMON,FALSE,OBSIDIAN,0,3,0,0,0,0,0,
wraith-step-drag,Wraith Step Drag,ACTION,COMMON,FALSE,OBSIDIAN,0,3,0,0,0,0,0,
ruin-lance-stifle,Ruin Lance Stifle,ACTION,COMMON,FALSE,OBSIDIAN,0,1,0,0,0,0,0,
dusk-break-drag,Dusk Break Drag,ACTION,COMMON,FALSE,OBSIDIAN,0,3,0,0,0,0,0,
night-veil-stifle,Night Veil Stifle,ACTION,COMMON,FALSE,OBSIDIAN,0,3,0,0,0,0,0,
ruin-lance-pierce,Ruin Lance Pierce,ACTION,COMMON,FALSE,OBSIDIAN,0,2,0,0,0,0,0,
dusk-break-silence,Dusk Break Silence,ACTION,COMMON,FALSE,OBSIDIAN,0,2,0,0,0,0,0,
coffin-drag-crack,Coffin Drag Crack,ACTION,COMMON,FALSE,OBSIDIAN,0,2,0,0,0,0,0,
funereal-gale-stifle,Funereal Gale Stifle,ACTION,COMMON,FALSE,OBSIDIAN,0,2,0,0,0,0,0,
coffin-drag-shiver,Coffin Drag Shiver,ACTION,COMMON,FALSE,OBSIDIAN,0,2,0,0,0,0,0,
wraith-step-sunder,Wraith Step Sunder,ACTION,COMMON,FALSE,OBSIDIAN,0,3,0,0,0,0,0,
coffin-drag-silence,Coffin Drag Silence,ACTION,COMMON,FALSE,OBSIDIAN,0,3,0,0,0,0,0,
coffin-drag-tear,Coffin Drag Tear,ACTION,COMMON,FALSE,OBSIDIAN,0,2,0,0,0,0,0,
grave-chill-silence,Grave Chill Silence,ACTION,COMMON,FALSE,OBSIDIAN,0,2,0,0,0,0,0,
void-hook-rip,Void Hook Rip,ACTION,COMMON,FALSE,OBSIDIAN,0,3,0,0,0,0,0,
night-veil-silence,Night Veil Silence,ACTION,COMMON,FALSE,OBSIDIAN,0,1,0,0,0,0,0,
ash-shroud-rip,Ash Shroud Rip,ACTION,COMMON,FALSE,OBSIDIAN,0,1,0,0,0,0,0,
night-veil-tear,Night Veil Tear,ACTION,COMMON,FALSE,OBSIDIAN,0,3,0,0,0,0,0,
ruin-lance-drag,Ruin Lance Drag,ACTION,COMMON,FALSE,OBSIDIAN,0,2,0,0,0,0,0,
shadow-rend-silence,Shadow Rend Silence,ACTION,COMMON,FALSE,OBSIDIAN,0,1,0,0,0,0,0,
void-hook-slam,Void Hook Slam,ACTION,COMMON,FALSE,OBSIDIAN,0,1,0,0,0,0,0,
void-hook-pierce,Void Hook Pierce,ACTION,COMMON,FALSE,OBSIDIAN,0,3,0,0,0,0,0,
shadow-rend-stifle,Shadow Rend Stifle,ACTION,COMMON,FALSE,OBSIDIAN,0,3,0,0,0,0,0,
night-veil-slam,Night Veil Slam,ACTION,COMMON,FALSE,OBSIDIAN,0,1,0,0,0,0,0,
coffin-drag-sunder,Coffin Drag Sunder,ACTION,COMMON,FALSE,OBSIDIAN,0,1,0,0,0,0,0,
funereal-gale-drag,Funereal Gale Drag,ACTION,COMMON,FALSE,OBSIDIAN,0,3,0,0,0,0,0,
funereal-gale-pierce,Funereal Gale Pierce,ACTION,COMMON,FALSE,OBSIDIAN,0,3,0,0,0,0,0,
wraith-step-crack,Wraith Step Crack,ACTION,COMMON,FALSE,OBSIDIAN,0,1,0,0,0,0,0,
ash-shroud-silence,Ash Shroud Silence,ACTION,COMMON,FALSE,OBSIDIAN,0,3,0,0,0,0,0,
coffin-drag-rip,Coffin Drag Rip,ACTION,COMMON,FALSE,OBSIDIAN,0,2,0,0,0,0,0,
dusk-break-pierce,Dusk Break Pierce,ACTION,COMMON,FALSE,OBSIDIAN,0,3,0,0,0,0,0,
funereal-gale-silence,Funereal Gale Silence,ACTION,COMMON,FALSE,OBSIDIAN,0,3,0,0,0,0,0,
grave-chill-shiver,Grave Chill Shiver,ACTION,COMMON,FALSE,OBSIDIAN,0,1,0,0,0,0,0,
shadow-rend-slam,Shadow Rend Slam,ACTION,COMMON,FALSE,OBSIDIAN,0,1,0,0,0,0,0,
funereal-gale-sunder,Funereal Gale Sunder,ACTION,COMMON,FALSE,OBSIDIAN,0,3,0,0,0,0,0,
void-hook-sunder,Void Hook Sunder,ACTION,COMMON,FALSE,OBSIDIAN,0,1,0,0,0,0,0,
grave-chill-stifle,Grave Chill Stifle,ACTION,COMMON,FALSE,OBSIDIAN,0,2,0,0,0,0,0,
wraith-step-shiver,Wraith Step Shiver,ACTION,COMMON,FALSE,OBSIDIAN,0,1,0,0,0,0,0,
shadow-rend-pierce,Shadow Rend Pierce,ACTION,COMMON,FALSE,OBSIDIAN,0,3,0,0,0,0,0,
shadow-rend-drag,Shadow Rend Drag,ACTION,COMMON,FALSE,OBSIDIAN,0,3,0,0,0,0,0,
wraith-step-silence,Wraith Step Silence,ACTION,COMMON,FALSE,OBSIDIAN,0,1,0,0,0,0,0,
ruin-lance-tear,Ruin Lance Tear,ACTION,COMMON,FALSE,OBSIDIAN,0,2,0,0,0,0,0,
void-hook-shiver,Void Hook Shiver,ACTION,COMMON,FALSE,OBSIDIAN,0,2,0,0,0,0,0,
grave-chill-rip,Grave Chill Rip,ACTION,COMMON,FALSE,OBSIDIAN,0,1,0,0,0,0,0,
shadow-rend-sunder,Shadow Rend Sunder,ACTION,COMMON,FALSE,OBSIDIAN,0,2,0,0,0,0,0,
dusk-break-stifle,Dusk Break Stifle,ACTION,COMMON,FALSE,OBSIDIAN,0,1,0,0,0,0,0,
grave-chill-drag,Grave Chill Drag,ACTION,COMMON,FALSE,OBSIDIAN,0,1,0,0,0,0,0,
grave-chill-pierce,Grave Chill Pierce,ACTION,COMMON,FALSE,OBSIDIAN,0,3,0,0,0,0,0,
ruin-lance-shiver,Ruin Lance Shiver,ACTION,COMMON,FALSE,OBSIDIAN,0,2,0,0,0,0,0,
void-hook-silence,Void Hook Silence,ACTION,COMMON,FALSE,OBSIDIAN,0,1,0,0,0,0,0,
virtue-vindicator,Virtue Vindicator,CREATURE,COMMON,FALSE,RADIANT,5,1,3,0,9,2,2,
virtue-angel,Virtue Angel,CREATURE,RARE,FALSE,RADIANT,6,2,4,0,10,3,2,
light-keeper,Light Keeper,CREATURE,COMMON,FALSE,RADIANT,4,1,3,0,8,2,2,
virtue-seraph,Virtue Seraph,CREATURE,RARE,FALSE,RADIANT,7,3,4,0,11,3,2,
saint-custodian,Saint Custodian,CREATURE,COMMON,FALSE,RADIANT,4,1,3,0,8,2,2,
aegis-guardian,Aegis Guardian,CREATURE,RARE,FALSE,RADIANT,7,3,4,0,11,3,2,
dawn-keeper,Dawn Keeper,CREATURE,COMMON,FALSE,RADIANT,4,1,3,0,8,2,2,
dawn-herald,Dawn Herald,CREATURE,COMMON,FALSE,RADIANT,3,1,2,0,7,1,2,
sun-paladin,Sun Paladin,CREATURE,COMMON,FALSE,RADIANT,3,1,2,0,7,1,2,
light-guardian,Light Guardian,CREATURE,COMMON,FALSE,RADIANT,3,1,2,0,7,1,2,
halo-guardian,Halo Guardian,CREATURE,COMMON,FALSE,RADIANT,4,1,3,0,8,2,2,
virtue-custodian,Virtue Custodian,CREATURE,COMMON,FALSE,RADIANT,3,1,2,0,7,1,2,
crown-lion,Crown Lion,CREATURE,RARE,FALSE,RADIANT,6,2,4,0,10,3,2,
sun-guardian,Sun Guardian,CREATURE,COMMON,FALSE,RADIANT,3,1,2,0,7,1,2,
beacon-custodian,Beacon Custodian,CREATURE,COMMON,FALSE,RADIANT,3,1,2,0,7,1,2,
sun-custodian,Sun Custodian,CREATURE,COMMON,FALSE,RADIANT,4,1,3,0,8,2,2,
beacon-gryphon,Beacon Gryphon,CREATURE,COMMON,FALSE,RADIANT,4,1,3,0,8,2,2,
crown-custodian,Crown Custodian,CREATURE,RARE,FALSE,RADIANT,6,2,4,0,10,3,2,
beacon-keeper,Beacon Keeper,CREATURE,COMMON,FALSE,RADIANT,4,1,3,0,8,2,2,
aegis-custodian,Aegis Custodian,CREATURE,COMMON,FALSE,RADIANT,5,1,3,0,9,2,2,
virtue-gryphon,Virtue Gryphon,CREATURE,COMMON,FALSE,RADIANT,3,1,2,0,7,1,2,
light-vindicator,Light Vindicator,CREATURE,COMMON,FALSE,RADIANT,4,1,3,0,8,2,2,
vow-paladin,Vow Paladin,CREATURE,COMMON,FALSE,RADIANT,3,1,2,0,7,1,2,
sun-gryphon,Sun Gryphon,CREATURE,COMMON,FALSE,RADIANT,5,1,3,0,9,2,2,
sun-lion,Sun Lion,CREATURE,COMMON,FALSE,RADIANT,5,1,3,0,9,2,2,
aegis-herald,Aegis Herald,CREATURE,COMMON,FALSE,RADIANT,5,1,3,0,9,2,2,
dawn-angel,Dawn Angel,CREATURE,RARE,FALSE,RADIANT,6,2,4,0,10,3,2,
crown-herald,Crown Herald,CREATURE,COMMON,FALSE,RADIANT,5,1,3,0,9,2,2,
aegis-gryphon,Aegis Gryphon,CREATURE,COMMON,FALSE,RADIANT,5,1,3,0,9,2,2,
saint-gryphon,Saint Gryphon,CREATURE,COMMON,FALSE,RADIANT,3,1,2,0,7,1,2,
saint-lion,Saint Lion,CREATURE,COMMON,FALSE,RADIANT,5,1,3,0,9,2,2,
dawn-lion,Dawn Lion,CREATURE,COMMON,FALSE,RADIANT,3,1,2,0,7,1,2,
sun-vindicator,Sun Vindicator,CREATURE,RARE,FALSE,RADIANT,6,2,4,0,10,3,2,
vow-seraph,Vow Seraph,CREATURE,COMMON,FALSE,RADIANT,3,1,2,0,7,1,2,
vow-angel,Vow Angel,CREATURE,RARE,FALSE,RADIANT,7,3,4,0,11,3,2,
light-paladin,Light Paladin,CREATURE,RARE,FALSE,RADIANT,7,3,4,0,11,3,2,
halo-paladin,Halo Paladin,CREATURE,RARE,FALSE,RADIANT,7,3,4,0,11,3,2,
aegis-keeper,Aegis Keeper,CREATURE,RARE,FALSE,RADIANT,6,2,4,0,10,3,2,
saint-angel,Saint Angel,CREATURE,COMMON,FALSE,RADIANT,4,1,3,0,8,2,2,
sun-seraph,Sun Seraph,CREATURE,COMMON,FALSE,RADIANT,5,1,3,0,9,2,2,
light-angel,Light Angel,CREATURE,RARE,FALSE,RADIANT,7,3,4,0,11,3,2,
saint-vindicator,Saint Vindicator,CREATURE,COMMON,FALSE,RADIANT,3,1,2,0,7,1,2,
aegis-vindicator,Aegis Vindicator,CREATURE,COMMON,FALSE,RADIANT,3,1,2,0,7,1,2,
beacon-lion,Beacon Lion,CREATURE,COMMON,FALSE,RADIANT,4,1,3,0,8,2,2,
dawn-vindicator,Dawn Vindicator,CREATURE,COMMON,FALSE,RADIANT,4,1,3,0,8,2,2,
beacon-vindicator,Beacon Vindicator,CREATURE,RARE,FALSE,RADIANT,6,2,4,0,10,3,2,
halo-keeper,Halo Keeper,CREATURE,RARE,FALSE,RADIANT,7,3,4,0,11,3,2,
crown-paladin,Crown Paladin,CREATURE,COMMON,FALSE,RADIANT,4,1,3,0,8,2,2,
light-custodian,Light Custodian,CREATURE,RARE,FALSE,RADIANT,6,2,4,0,10,3,2,
dawn-guardian,Dawn Guardian,CREATURE,COMMON,FALSE,RADIANT,3,1,2,0,7,1,2,
light-herald,Light Herald,CREATURE,COMMON,FALSE,RADIANT,5,1,3,0,9,2,2,
light-seraph,Light Seraph,CREATURE,COMMON,FALSE,RADIANT,3,1,2,0,7,1,2,
crown-seraph,Crown Seraph,CREATURE,COMMON,FALSE,RADIANT,4,1,3,0,8,2,2,
dawn-custodian,Dawn Custodian,CREATURE,COMMON,FALSE,RADIANT,3,1,2,0,7,1,2,
virtue-herald,Virtue Herald,CREATURE,RARE,FALSE,RADIANT,7,3,4,0,11,3,2,
saint-paladin,Saint Paladin,CREATURE,RARE,FALSE,RADIANT,7,3,4,0,11,3,2,
crown-vindicator,Crown Vindicator,CREATURE,COMMON,FALSE,RADIANT,5,1,3,0,9,2,2,
virtue-guardian,Virtue Guardian,CREATURE,COMMON,FALSE,RADIANT,4,1,3,0,8,2,2,
aegis-angel,Aegis Angel,CREATURE,COMMON,FALSE,RADIANT,5,1,3,0,9,2,2,
virtue-lion,Virtue Lion,CREATURE,COMMON,FALSE,RADIANT,4,1,3,0,8,2,2,
light-lion,Light Lion,CREATURE,COMMON,FALSE,RADIANT,5,1,3,0,9,2,2,
crown-gryphon,Crown Gryphon,CREATURE,RARE,FALSE,RADIANT,7,3,4,0,11,3,2,
halo-custodian,Halo Custodian,CREATURE,RARE,FALSE,RADIANT,7,3,4,0,11,3,2,
sun-angel,Sun Angel,CREATURE,COMMON,FALSE,RADIANT,3,1,2,0,7,1,2,
vow-herald,Vow Herald,CREATURE,RARE,FALSE,RADIANT,6,2,4,0,10,3,2,
saint-keeper,Saint Keeper,CREATURE,COMMON,FALSE,RADIANT,4,1,3,0,8,2,2,
halo-gryphon,Halo Gryphon,CREATURE,RARE,FALSE,RADIANT,6,2,4,0,10,3,2,
aegis-lion,Aegis Lion,CREATURE,COMMON,FALSE,RADIANT,4,1,3,0,8,2,2,
saint-seraph,Saint Seraph,CREATURE,RARE,FALSE,RADIANT,6,2,4,0,10,3,2,
beacon-guardian,Beacon Guardian,CREATURE,COMMON,FALSE,RADIANT,4,1,3,0,8,2,2,
halo-herald,Halo Herald,CREATURE,COMMON,FALSE,RADIANT,3,1,2,0,7,1,2,
